EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,GripForce,Subject
-9,-14,-6,-5,-17,-17,33,10,14,3
7,50,-7,-3,35,56,4,33,14,3
2,-15,0,6,11,31,19,8,14,3
7,10,7,1,23,29,-9,-29,14,3
4,78,-23,-7,-29,-21,14,-47,14,3
0,27,23,3,-1,-8,3,33,14,3
-35,-67,-8,-1,-13,-11,-10,-6,14,3
5,-50,-11,-10,12,-1,-20,19,14,3
4,33,-1,-2,1,-49,21,15,14,3
8,-83,-16,-7,-33,-2,15,51,14,3
20,106,7,8,45,102,-12,20,14,3
-15,-30,-8,0,-31,-55,-26,41,14,3
8,-32,10,-1,-15,-32,-2,-33,14,3
15,82,-16,-1,-6,-2,23,19,14,3
12,12,16,-1,1,18,1,-4,14,3
-18,-96,12,-2,7,50,3,5,14,3
8,3,4,9,25,3,25,73,14,3
-11,87,-5,-3,-10,24,-11,-72,14,3
-18,-79,-10,-5,-9,-79,11,-31,14,3
3,59,-10,-6,-13,50,0,-8,14,3
-10,-47,-7,-1,24,16,28,-16,14,3
4,4,13,-3,-9,19,6,13,14,3
33,21,-5,-5,7,-45,-18,18,14,3
-17,-23,7,3,-26,-32,-33,-27,14,3
0,-6,-3,-3,-1,-44,17,35,14,3
-17,-51,-4,0,10,36,-13,16,14,3
8,-24,3,0,-13,47,-37,-20,14,3
12,91,7,2,6,-87,-19,29,14,3
-25,-107,-14,-4,-8,57,-27,-40,14,3
-14,14,-5,-7,-12,-54,-18,-22,14,3
-17,46,-6,-1,6,11,31,35,14,3
26,28,9,4,17,75,27,-42,14,3
2,-42,-3,-2,-12,-7,0,48,14,3
3,-22,-7,-3,-21,-63,-37,-11,14,3
10,18,-5,0,24,38,63,12,14,3
1,-13,6,8,17,34,-7,-11,14,3
14,95,2,2,3,11,-35,10,14,3
-33,-103,-3,-13,-41,-82,-54,-29,14,3
-12,19,1,2,3,6,10,5,14,3
-2,24,-10,-7,14,-27,55,50,14,3
-9,-21,-11,-2,9,6,-28,-35,14,3
0,37,11,0,-10,-52,-2,-32,14,3
6,-26,-3,0,-11,-21,-29,-18,14,3
-15,-18,-10,-7,11,13,4,-2,14,3
10,18,7,1,-15,23,7,38,14,3
40,83,-3,9,-1,0,6,51,14,3
-6,-10,0,-2,23,21,32,-12,14,3
-5,-76,4,0,-5,-9,21,6,14,3
-4,-8,-12,-5,-7,-18,-27,-4,14,3
3,20,5,2,17,14,18,-38,14,3
-7,3,3,-3,-17,5,-10,4,14,3
15,7,-7,7,10,26,25,59,14,3
-23,-6,11,8,28,41,-10,-31,14,3
1,8,-12,-2,-36,-36,-8,-3,14,3
-22,-79,12,-11,-22,6,14,-6,14,3
6,34,-8,-8,-9,2,-3,-36,14,3
4,-13,1,2,4,45,34,-71,14,3
-3,13,0,9,37,45,36,55,14,3
-1,39,-1,6,20,-22,-45,-72,14,3
-5,-13,-8,-11,-43,-21,-28,25,14,3
24,22,5,-4,1,-7,29,30,14,3
-16,-89,-5,-8,2,31,10,32,14,3
-14,16,1,-2,-5,-2,14,-30,14,3
-35,41,-5,0,10,-102,-18,-9,14,3
-20,30,8,4,12,71,-36,-21,14,3
-28,-59,-11,-7,-21,-79,-1,16,14,3
20,23,-9,-11,-46,11,25,2,14,3
3,-21,7,3,26,59,-14,-4,14,3
-2,-5,-7,-2,3,-31,-33,23,14,3
18,-1,-3,-1,16,36,4,9,14,3
9,-10,1,1,-9,-65,-41,-26,14,3
22,42,-3,-2,3,37,3,-25,14,3
23,-9,0,2,-19,-16,23,21,14,3
4,72,12,6,44,50,-14,-22,14,3
-48,-74,3,3,5,69,25,15,14,3
8,26,-5,-5,-40,-82,-16,-4,14,3
-1,-17,-3,-8,-22,13,15,19,14,3
14,13,-2,3,-4,-49,-8,-68,14,3
31,89,6,-1,11,34,6,109,14,3
8,15,-3,2,21,40,24,-3,15,3
-10,-79,8,9,44,55,6,-46,15,3
9,41,-2,-5,-17,12,-3,-4,15,3
-13,-17,-2,-8,-37,-58,-26,-7,15,3
3,-58,-2,2,13,44,-15,-12,15,3
6,2,-6,-7,-20,-77,-16,24,15,3
-17,24,-9,-5,-20,18,2,6,15,3
11,30,4,9,52,43,20,50,15,3
-6,-38,4,-1,3,34,-4,-58,15,3
13,13,8,-1,-21,-25,-9,18,15,3
13,21,-10,-2,-1,-5,-16,1,15,3
17,7,2,2,-11,10,23,34,15,3
-7,1,9,9,16,40,-22,22,15,3
-10,-8,-3,-6,34,30,-21,-43,15,3
-10,-30,-8,-3,-30,-46,3,3,15,3
11,33,5,0,3,42,11,-3,15,3
17,-7,8,1,-6,-64,0,8,15,3
-30,-23,-4,1,-1,-5,-13,57,15,3
9,111,-15,-3,18,7,21,-68,15,3
9,-106,8,-3,7,52,50,36,15,3
-1,-9,-3,2,-12,-49,-16,-36,15,3
8,30,-2,-6,-35,-105,-21,17,15,3
2,7,-6,-4,-2,-9,-38,-4,15,3
27,51,0,7,9,7,9,-20,15,3
-27,-37,-6,-4,5,31,20,-15,15,3
-8,-5,0,1,6,14,10,-18,15,3
15,-27,1,7,8,33,8,56,15,3
5,53,1,3,44,11,-6,-40,15,3
-21,-71,-2,-3,-25,-9,-8,6,15,3
-1,-23,-7,-3,-29,-13,-16,21,15,3
-1,24,13,8,18,23,21,-2,15,3
-27,-39,-8,-9,-51,-103,-34,-41,15,3
10,43,1,-2,22,26,14,21,15,3
11,15,1,4,37,94,12,-46,15,3
7,12,-5,-4,-27,-46,-5,36,15,3
-12,-4,-3,-8,-29,-59,-22,47,15,3
22,21,4,1,-9,-21,15,14,15,3
-11,-11,6,2,14,1,-8,-60,15,3
10,-16,-2,2,24,55,-44,11,15,3
10,34,8,2,-1,36,50,34,15,3
-10,-32,-1,-6,-23,-35,-42,-24,15,3
-2,29,-7,-4,-13,17,26,-6,15,3
-18,-23,1,5,50,25,14,-19,15,3
5,26,-7,5,3,11,-5,-57,15,3
7,-38,-3,-5,-19,-18,18,-7,15,3
2,24,1,-2,2,-29,4,40,15,3
-15,-43,-5,-11,-37,-50,-11,-15,15,3
-10,1,-1,0,4,77,20,16,15,3
16,75,2,6,14,12,21,40,15,3
11,-16,3,2,-12,-35,15,78,15,3
11,-47,4,-1,1,-4,-6,-27,15,3
-19,-11,-11,-6,4,-12,-22,-22,15,3
-1,33,3,0,-10,35,11,9,15,3
7,1,0,4,24,15,-4,-2,15,3
-1,83,9,-3,0,-3,-9,1,15,3
-13,-77,3,-1,-4,8,-28,-56,15,3
1,9,-5,3,8,6,49,75,15,3
10,1,3,0,-6,28,-7,9,15,3
-8,46,1,3,6,-62,-44,-24,15,3
13,-17,-2,1,0,36,-2,78,15,3
-13,11,-9,-9,0,-18,-17,-54,15,3
-4,-21,-2,-8,-39,-33,-7,-19,15,3
-6,-46,-9,-7,-13,-31,-32,-12,15,3
6,22,-1,-1,-24,-21,-8,-8,15,3
-4,20,-8,-4,25,41,-10,-33,15,3
4,-13,9,11,33,46,38,32,15,3
-15,-58,-3,-3,-1,18,10,-14,15,3
-23,29,-6,-8,-21,-42,-16,-67,15,3
-1,19,4,-1,1,45,-9,-26,15,3
3,-17,-1,-3,2,-40,16,46,15,3
-21,-46,-3,4,-3,-6,-4,-31,15,3
9,5,4,0,-6,-3,-18,-2,15,3
1,65,-1,-3,-13,-42,8,26,15,3
9,7,-8,-10,4,42,-25,-48,15,3
-1,-78,-2,8,15,33,17,58,15,3
-3,19,5,1,-17,-6,39,-27,15,3
-17,-15,-7,-3,-15,-47,-77,-69,15,3
-18,41,-3,-2,-5,-62,-57,-31,15,3
4,6,-4,-4,-1,37,8,3,15,3
-1,11,5,1,7,0,12,17,15,3
23,9,-1,-3,7,8,22,27,15,3
-12,-35,5,5,5,51,9,-4,15,3
4,-26,5,-1,-28,-96,-2,7,15,3
-4,0,-10,-7,-22,12,36,52,15,3
-15,-33,-12,-8,10,-11,-17,49,15,3
8,19,9,-1,3,9,-11,-20,15,3
24,65,2,3,15,45,36,-19,15,3
0,-54,2,6,20,21,10,-23,15,3
-24,-117,-6,-4,17,41,8,18,15,3
-3,-18,1,-3,-30,-84,-23,-4,15,3
-3,9,-11,-9,-24,-53,13,24,15,3
24,38,5,3,-21,-4,-27,67,15,3
18,41,2,-1,38,52,9,-20,15,3
2,-10,-6,4,0,18,33,8,15,3
-7,26,12,5,36,82,37,31,15,3
-3,29,-1,0,-21,-42,-37,-26,15,3
7,-22,-3,-6,-23,-13,-36,17,15,3
-8,-9,-4,-3,-27,-12,17,-17,15,3
2,48,-12,-5,-6,-20,-3,-50,15,3
-9,-41,-4,3,36,45,14,8,15,3
-6,31,12,5,-14,-29,9,-19,15,3
4,-38,-3,2,0,12,-9,-25,15,3
-3,-11,-2,7,62,84,36,48,15,3
16,95,-3,1,-9,-29,-25,19,15,3
-19,-91,-8,-12,-59,-111,-10,-73,15,3
-20,23,-1,-6,-19,-13,-14,15,15,3
-4,-4,-6,-5,-7,-9,-13,-25,15,3
-3,18,-2,2,18,41,12,-59,15,3
27,48,12,7,7,57,34,92,15,3
-11,-46,-5,-3,-6,-55,0,11,15,3
20,14,6,2,14,24,-5,10,15,3
-27,-22,-2,-3,32,-8,8,-1,15,3
11,13,-7,1,-16,42,-42,-24,15,3
0,19,8,-4,0,-66,-7,-59,15,3
-6,-18,-10,-9,-41,-44,-49,-48,15,3
-3,-21,0,-2,1,-28,-12,-74,15,3
-5,40,-1,5,25,29,28,40,15,3
-10,-33,4,2,51,86,4,4,15,3
1,2,-8,-2,-15,-25,8,-12,15,3
21,20,10,-4,-27,-84,-3,15,15,3
-24,-33,-10,-10,-60,19,1,-6,15,3
15,49,-7,-8,9,-46,-36,25,15,3
4,9,3,3,22,33,16,16,15,3
10,2,-3,-3,-6,58,6,30,15,3
0,-12,15,17,52,29,4,4,15,3
-13,13,-9,-4,-46,-18,14,10,15,3
-1,-25,-4,-15,-66,-97,-15,40,15,3
-23,-27,-3,3,37,32,-6,38,15,3
4,16,4,4,11,11,-29,-9,15,3
23,65,4,9,32,75,43,98,15,3
1,24,-1,8,16,18,10,-26,15,3
-27,-96,1,2,10,67,-10,-66,15,3
-25,-6,-5,-10,-16,-77,-15,36,15,3
-5,59,-11,-8,-21,-64,-44,-92,15,3
7,-64,-1,-5,-35,-47,3,37,15,3
-5,-2,2,-7,-3,9,2,-4,15,3
12,39,7,12,8,40,31,-14,15,3
-8,-48,-3,5,81,85,24,40,15,3
-2,18,-4,2,3,31,-4,-18,15,3
-3,4,-6,-10,-64,-49,-40,-29,15,3
-10,-63,-7,-15,-36,-103,-14,-2,15,3
17,-18,-4,3,-26,32,-5,-1,15,3
20,92,14,11,25,65,14,27,15,3
-47,-118,-3,4,74,-8,19,-6,15,3
5,39,-8,-3,-9,16,-9,-35,15,3
5,2,-2,-7,-21,14,2,1,15,3
-5,-52,-2,1,-6,-57,-8,22,15,3
30,127,7,0,-30,20,-2,-34,15,3
2,-39,-1,-6,12,3,7,-19,15,3
-29,-95,-4,-2,20,-8,-3,-38,15,3
-1,-18,-6,2,4,21,-41,-13,15,3
3,46,3,-4,-34,1,18,4,15,3
2,1,-3,2,18,-36,40,43,15,3
21,6,3,0,-6,55,12,20,15,3
-14,26,-5,-9,-33,-8,-32,-55,15,3
3,-17,-10,-6,7,-13,-10,23,15,3
6,-8,3,4,13,43,9,-23,15,3
-20,-3,0,-1,-1,11,8,-24,15,3
-15,11,-3,-2,-3,-25,17,-22,15,3
14,-29,8,8,22,32,4,-5,15,3
17,37,0,1,-11,22,-43,-48,15,3
-7,5,12,-1,-12,-104,14,-10,15,3
5,-32,-18,-16,28,47,27,-59,15,3
4,51,-10,1,-20,-17,-1,5,15,3
-37,-75,13,-3,-12,-45,-5,-24,15,3
7,29,-5,1,7,15,28,5,15,3
-13,-11,9,0,4,4,-27,13,15,3
12,23,-8,-2,-17,-29,-30,-7,15,3
-1,15,-5,-4,-5,1,11,-1,15,3
16,38,2,-1,-21,49,4,2,15,3
2,-54,8,8,91,57,7,27,15,3
-22,-28,-1,3,-15,-73,-4,-12,15,3
3,1,-4,2,10,26,11,11,15,3
16,26,-2,0,-32,-39,-25,13,15,3
9,-1,-3,-5,-33,59,-5,-4,15,3
-26,-70,-4,-5,3,-62,11,2,15,3
11,54,7,9,9,21,-16,11,15,3
19,-42,0,1,47,44,-3,70,15,3
1,-16,-18,-4,-53,-72,10,88,15,3
-17,-42,6,-9,-2,1,-18,-1,15,3
-8,11,-5,-3,-6,-8,2,-22,15,3
18,44,-1,-3,18,39,8,39,15,3
11,44,9,9,10,-14,0,66,15,3
20,40,2,3,3,46,-19,-32,15,3
-10,-42,-12,-12,5,1,15,12,15,3
-18,-59,-10,-4,-15,-54,-12,-33,15,3
1,0,7,3,-16,-15,-13,-43,15,3
21,80,5,3,-2,44,12,14,15,3
-2,-50,3,6,-11,-27,15,67,15,3
-6,-13,-7,-5,-23,35,-5,-19,15,3
-8,-11,-7,-7,1,-64,-7,-35,15,3
-5,18,6,-2,11,51,4,-3,15,3
2,-18,6,6,16,5,16,-71,15,3
2,-39,-3,0,-6,0,9,6,15,3
-2,33,-2,1,13,36,-5,-2,15,3
-68,-60,-8,-8,11,52,2,-9,15,3
0,58,-10,-12,-39,-98,-69,41,15,3
-13,-22,-4,-7,-31,-88,13,-40,15,3
16,-1,-2,-2,0,47,-24,-9,15,3
12,-28,-2,2,-7,-20,29,-25,15,3
-2,37,7,1,34,46,33,95,15,3
-6,59,-1,3,23,19,-24,-7,15,3
3,-8,-1,1,7,8,10,16,15,3
33,31,-2,0,-28,25,11,29,15,3
-20,-62,-15,-9,0,-8,-10,-51,15,3
-12,12,10,4,-8,-7,11,-58,15,3
-7,-46,-7,-8,-13,2,7,-7,15,3
12,9,-4,2,8,6,-27,16,15,3
12,51,3,7,9,15,13,23,15,3
12,76,-13,4,37,78,42,23,15,3
-1,-81,25,-4,-10,40,-21,-35,15,3
-4,-75,-22,-13,-75,-111,-44,-21,15,3
-9,-39,-9,-12,-9,31,14,-82,15,3
-7,-23,0,0,5,30,-10,9,15,3
1,70,-3,6,-3,7,7,-5,15,3
23,62,7,5,48,1,4,-7,15,3
-9,2,7,2,18,13,17,-9,15,3
-19,-56,-1,5,-4,24,-45,25,15,3
3,4,-8,-6,-7,-55,27,9,15,3
-2,-42,2,-7,-29,-22,-14,-4,15,3
-7,13,-7,-4,-11,-35,-8,-20,15,3
-1,44,-6,-6,8,8,-20,17,15,3
6,17,5,4,2,-3,5,12,15,3
-9,-8,7,8,25,20,23,7,15,3
34,65,8,7,12,27,59,9,15,3
-14,-44,9,8,11,59,-1,-13,15,3
-15,-24,-19,-7,-12,-84,-79,-37,15,3
-11,2,-3,-12,-24,-22,11,-7,15,3
5,-17,-2,-5,-27,-52,-44,-2,15,3
20,58,9,1,-10,-11,38,46,15,3
-12,-31,2,2,57,67,55,-9,15,3
-28,-10,-3,10,27,79,-42,-57,15,3
2,-15,-1,-3,-25,-80,11,66,15,3
-26,1,-11,-11,-45,-55,26,-30,15,3
6,50,6,0,5,8,-15,-72,15,3
0,59,8,1,11,24,2,3,15,3
-2,-117,-9,-1,35,60,-38,-10,15,3
15,44,-1,-1,-12,-37,10,-64,15,3
-13,-17,-1,2,9,-4,15,21,15,3
14,-25,0,-3,4,28,19,101,15,3
-14,50,1,-2,-18,-19,15,-11,15,3
0,35,-3,-1,31,42,3,-13,15,3
-5,-27,-3,-4,-11,26,-24,24,15,3
-7,-16,-2,-7,-47,-90,4,-20,15,3
1,-43,0,-2,-20,18,-19,-5,15,3
9,-20,-5,-9,-16,-51,-11,19,15,3
19,60,-7,4,0,9,10,30,15,3
-13,-22,6,6,42,36,20,51,15,3
-1,31,9,4,-1,20,-26,74,15,3
4,-24,-2,4,-3,-33,3,-17,15,3
-30,-29,0,-6,3,14,10,-33,15,3
-7,-2,-3,-4,-3,-39,-30,-10,15,3
8,-10,-4,-1,-7,14,13,-26,15,3
-18,-21,-5,-4,13,9,-13,-10,15,3
8,22,1,-1,-35,-45,1,-29,15,3
-8,-21,-8,1,9,16,25,-16,15,3
-4,79,9,3,41,80,-2,-45,15,3
-29,-101,-4,1,-5,-39,-59,15,15,3
15,33,-3,-10,-48,-74,-2,15,15,3
13,-39,-1,-6,0,19,0,-5,15,3
-4,36,-8,-5,-13,-42,33,-21,15,3
10,24,8,1,-3,19,-22,-19,15,3
-4,-42,1,8,27,49,12,70,15,3
22,-58,-6,6,34,47,14,75,15,3
-9,-22,1,-8,-27,-58,-72,-44,15,3
14,27,-9,-12,-47,-40,12,-38,15,3
-18,21,-3,-2,-22,-2,13,-18,15,3
0,30,0,7,59,90,13,-5,15,3
6,-34,-3,8,23,6,-23,73,15,3
13,4,6,-2,-20,-44,-13,19,15,3
19,34,-3,-2,0,5,-1,11,15,3
-4,18,0,-2,-18,-16,32,-10,15,3
0,0,-4,-3,19,35,16,18,15,3
-22,20,5,9,8,16,-2,-46,15,3
25,66,-3,-2,6,9,9,11,15,3
-19,-56,12,-1,19,9,-25,-15,15,3
-9,-24,2,4,-10,20,21,12,15,3
18,25,0,-6,-32,-79,41,91,15,3
8,-17,-11,-3,1,-8,-47,10,15,3
10,32,1,-6,-33,-24,-1,7,15,3
8,-37,-14,1,2,14,11,-77,15,3
-25,-56,17,10,76,86,24,21,15,3
-24,41,-1,1,-1,46,-17,-14,15,3
28,11,-12,-12,-51,-125,-16,-7,15,3
-8,-41,-3,0,7,25,19,7,15,3
3,-38,-9,-2,10,41,-26,-8,15,3
-4,23,8,-2,-16,-16,9,-30,15,3
0,13,-3,-8,-43,-66,-14,13,15,3
-22,-59,-3,1,13,-31,-10,-50,15,3
-14,29,-9,2,29,93,38,-29,15,3
-1,-64,8,6,7,0,-8,-10,15,3
3,37,-5,-1,-11,-12,16,-6,15,3
24,15,5,3,-10,-39,18,41,15,3
11,61,2,5,5,18,-17,61,15,3
4,-39,0,4,17,-9,-13,-2,15,3
16,111,-2,2,-5,10,26,35,15,3
-20,-74,-2,-11,-34,-27,-35,-35,15,3
-2,45,-6,-1,35,59,-8,-39,15,3
-22,-60,-2,-5,-16,-63,5,-21,15,3
13,-38,-9,3,23,28,36,54,15,3
-12,83,18,10,11,12,-73,-21,15,3
-5,-49,-10,-10,-41,-50,-15,-58,15,3
3,2,-13,-16,-15,-6,11,38,15,3
-20,-22,-4,-1,3,10,-21,-40,15,3
5,85,-1,0,18,70,59,-18,15,3
-6,-58,4,1,-10,-14,8,42,15,3
12,69,1,7,21,-1,20,-35,15,3
-13,-47,-5,-1,-4,43,-4,-6,15,3
-14,-27,0,-8,-21,-65,-32,-13,15,3
9,9,-4,-6,2,-23,-15,-15,15,3
2,52,10,6,1,14,6,-30,15,3
15,3,9,6,35,56,-12,52,15,3
-19,-51,0,-1,-2,28,38,60,15,3
-1,-13,-8,-10,-52,-51,-56,-31,15,3
-2,-29,-13,-9,-4,-12,-2,22,15,3
-2,26,6,3,20,14,4,-79,15,3
22,71,0,-1,0,-13,8,-6,15,3
-28,-62,-5,-6,-10,-11,7,17,15,3
5,-31,-7,-1,-3,35,-1,19,15,3
-32,-11,4,0,13,-28,-31,-9,15,3
21,21,-1,-7,-3,33,28,49,15,3
14,6,6,3,-13,2,10,-9,15,3
-18,-6,-8,-4,20,-4,-4,4,15,3
-2,-7,2,8,44,66,22,-39,15,3
28,28,-16,-7,-43,6,-18,40,15,3
-23,-70,2,-8,-26,-63,-27,9,15,3
-19,24,3,-2,-28,24,-8,-13,15,3
-12,-7,-10,-9,-4,6,-29,-45,15,3
10,94,-4,11,49,74,57,14,15,3
38,-74,9,5,-6,0,8,17,15,3
-55,-57,-9,-10,-21,-114,12,-94,15,3
-12,34,4,-2,-27,-30,-37,-12,15,3
34,40,-5,6,22,56,28,-17,15,3
-32,27,13,8,59,33,31,8,15,3
13,-54,-5,-8,-30,-20,-4,9,15,3
-7,-26,-8,-9,-28,-12,18,41,15,3
-9,-20,-2,-5,-4,-30,-11,-14,15,3
12,73,-4,4,24,37,3,3,15,3
28,70,10,9,22,47,-20,30,15,3
-14,-76,-9,-3,-30,-50,-14,-7,15,3
-9,-14,2,-4,-29,-45,-20,8,15,3
5,14,-4,0,36,44,2,-6,15,3
20,6,14,8,17,46,13,58,15,3
24,42,-3,-4,-40,-50,-10,-8,15,3
-26,-16,6,-4,9,-27,-4,-4,15,3
-11,-68,-10,0,-11,-21,-3,-34,15,3
-2,37,-3,3,33,49,25,-24,15,3
38,-28,9,-2,-10,-44,-35,-24,15,3
-24,-76,-11,-11,-38,-30,-45,-17,15,3
7,62,4,-4,-10,-19,-3,-10,15,3
-10,-66,1,8,27,48,-1,7,15,3
15,44,7,10,30,39,27,22,15,3
0,45,3,-1,-13,-12,2,-8,15,3
12,18,-10,-9,-13,-56,-22,6,15,3
-10,14,5,5,13,16,-7,47,15,3
15,47,0,6,21,82,13,85,15,3
-65,-100,17,0,-30,-63,-61,-35,15,3
-1,32,-15,-9,-26,-1,-4,1,15,3
23,63,-6,6,33,66,41,-7,15,3
-28,41,1,-14,-39,-5,-25,25,15,3
39,-12,1,-4,10,21,-19,23,15,3
-13,-13,-9,-7,-30,2,-13,-17,15,3
-15,-27,0,-2,-11,-25,-11,-16,15,3
8,4,-9,7,80,96,37,15,15,3
9,13,10,2,-42,-70,-26,-7,15,3
14,13,-5,-9,-32,-67,-2,-7,15,3
-1,-7,-2,-5,-18,9,-10,-14,15,3
0,30,1,2,8,5,16,-25,15,3
14,-13,-4,4,63,67,29,21,15,3
14,50,17,11,13,1,22,23,15,3
-40,-111,-8,-14,-52,-61,-10,17,15,3
0,4,5,0,-26,-39,-5,-65,15,3
-5,9,-5,4,37,41,4,-48,15,3
38,49,10,15,60,90,5,30,15,3
10,-18,-8,-5,-28,5,33,-9,15,3
-18,-55,6,-6,-60,-126,-56,-7,15,3
-17,-22,-17,-8,-8,56,-10,-13,15,3
-15,-14,-1,2,43,102,16,24,15,3
19,62,9,7,4,-60,-10,49,15,3
38,-11,-15,-4,-10,42,-7,38,15,3
-26,-35,28,0,-16,-71,-8,-1,15,3
-7,16,-8,-5,-8,4,10,4,15,3
-16,-34,0,1,26,49,10,14,15,3
24,103,-4,6,29,65,43,37,15,3
6,-16,-6,-2,-7,-79,9,36,15,3
-9,-64,-1,-9,-49,-50,11,-9,15,3
-18,-4,-5,-4,-14,-45,-42,-22,15,3
-5,51,-20,2,35,64,28,8,15,3
-9,35,30,10,0,39,-20,-59,15,3
-2,-67,-22,-21,-42,-93,-26,-9,15,3
4,-28,-5,1,-1,1,-5,-42,15,3
0,-28,17,6,19,33,18,69,15,3
-13,-38,3,5,50,30,-2,4,16,3
-26,-8,-1,0,-24,-86,-51,-24,16,3
-5,-61,4,-9,-42,-72,-10,-27,16,3
30,38,2,1,8,16,21,55,16,3
-15,16,-24,-9,12,23,-1,-40,16,3
-6,31,22,8,18,87,1,15,16,3
-10,-9,-2,-7,-64,-119,-47,6,16,3
-10,-49,1,-2,1,7,7,-13,16,3
19,-11,-4,1,1,20,50,60,16,3
18,11,-6,-8,15,25,0,31,16,3
-19,-22,-5,0,4,16,22,17,16,3
4,22,1,5,11,-1,-35,-1,16,3
6,15,-4,5,39,22,-19,-8,16,3
2,15,-3,-2,-10,-8,6,-19,16,3
-4,4,-2,-4,-13,-7,13,13,16,3
-7,20,-2,2,-3,-6,29,26,16,3
10,0,8,4,2,0,12,25,16,3
-5,15,-6,3,38,64,9,-26,16,3
1,82,-29,-15,-5,48,-79,-40,16,3
-20,2,36,2,-25,-86,-8,20,16,3
-11,-67,-6,-5,-65,-46,-43,-14,16,3
16,-40,-1,-2,-16,-2,38,17,16,3
-20,-59,-4,4,19,-16,18,-16,16,3
7,84,2,6,37,50,37,36,16,3
-2,10,5,6,13,-5,-2,-18,16,3
-12,5,-1,-6,8,21,25,-1,16,3
2,19,7,4,12,-25,-17,11,16,3
21,4,-5,-2,-9,-30,-7,-42,16,3
13,52,-7,-7,-35,-106,-2,2,16,3
-21,-48,-9,-6,-12,10,21,-10,16,3
-8,-10,0,-3,27,36,20,1,16,3
-3,-14,-4,3,28,44,15,23,16,3
14,74,0,3,10,51,17,31,16,3
7,34,-9,-9,-27,-44,-36,-9,16,3
5,-53,7,-2,-35,24,15,-10,16,3
-19,-38,-18,-5,14,-36,14,-46,16,3
-41,-66,-1,-5,8,22,-28,-47,16,3
28,48,-3,7,27,-23,-5,-28,16,3
0,81,12,-3,-45,24,-28,24,16,3
-1,-46,-2,-13,-32,20,31,8,16,3
-20,-34,-6,3,6,52,-9,-18,16,3
-4,-44,5,1,-19,-60,-14,12,16,3
8,5,7,10,50,42,46,12,16,3
7,62,-4,5,20,56,-15,-42,16,3
22,62,7,-9,-31,-57,32,49,16,3
-49,-120,-18,-19,-41,-42,-73,-35,16,3
-4,-7,-13,-1,-2,-13,12,-37,16,3
7,41,-1,-5,21,18,-17,35,16,3
2,-7,-3,5,27,47,38,11,16,3
8,59,6,3,8,9,-38,29,16,3
28,-4,5,0,3,-11,18,-42,16,3
-42,-109,-13,-4,-14,-39,-17,-19,16,3
6,27,5,0,-26,22,22,9,16,3
27,43,-12,-3,10,-15,1,91,16,3
18,65,16,-8,-21,-34,-34,21,16,3
2,-23,1,5,2,41,-9,-18,16,3
-19,-35,5,4,54,49,-5,-32,16,3
-25,-17,-8,-7,-45,-25,9,-2,16,3
1,84,-5,-5,16,8,-19,17,16,3
7,-6,3,9,-28,-83,-32,9,16,3
-5,-65,13,-6,-32,-40,-30,29,16,3
0,22,-4,-14,0,31,19,-68,16,3
-24,-44,6,17,23,1,-1,-3,16,3
-9,-15,-2,-2,3,28,1,-39,16,3
24,36,-10,1,10,-52,-4,8,16,3
-2,7,8,5,7,25,4,31,16,3
13,-35,-4,-5,-7,2,16,11,16,3
11,71,-8,-7,-5,4,7,18,16,3
-27,-82,-1,-4,-9,7,1,-36,16,3
-1,4,0,0,2,-9,5,4,16,3
-17,-49,-8,0,-18,-31,11,-29,16,3
11,19,-2,-1,-1,13,-10,7,16,3
-7,-32,10,5,13,20,-57,-41,16,3
2,-83,-4,0,-3,-24,9,-100,16,3
-5,14,3,4,5,29,7,10,16,3
-20,0,-19,-14,-43,-36,-6,-39,16,3
10,-1,-6,-4,-13,-39,0,11,16,3
17,19,6,7,22,42,6,58,16,3
11,30,-5,2,11,15,-1,-32,16,3
-13,-92,8,13,76,101,44,-18,16,3
-18,63,-7,0,-34,-46,-91,-24,16,3
1,-10,-2,-10,-50,-54,5,-22,16,3
6,8,-9,-11,-26,8,-1,-19,16,3
21,88,16,1,4,-11,27,4,16,3
-44,-91,-11,-1,44,60,8,-20,16,3
0,-34,3,9,28,40,-5,13,16,3
10,-9,-3,-7,-29,-43,-25,5,16,3
-31,-5,-3,-7,-14,-48,17,-81,16,3
29,66,3,-4,13,35,31,32,16,3
-11,23,2,11,-26,-43,-3,-11,16,3
-4,-1,-7,-7,-2,30,1,25,16,3
20,8,6,9,35,40,-7,33,16,3
18,29,-5,-3,3,-11,67,29,16,3
-23,-39,2,-6,-14,-3,-20,-23,16,3
1,-2,-2,0,0,-14,14,-6,16,3
-4,-3,0,-6,-29,-21,-35,-40,16,3
-25,-14,-1,1,18,-10,-25,-50,16,3
28,84,6,9,35,68,44,59,16,3
-47,-128,-14,-6,-18,-91,-4,27,16,3
20,20,1,-10,-19,2,-20,40,16,3
25,58,-8,-6,-29,-12,38,9,16,3
-17,-3,-1,-4,4,-8,-17,25,16,3
13,48,16,9,27,35,-12,-26,16,3
18,1,-1,6,1,20,12,13,16,3
14,31,3,4,10,5,-5,80,16,3
-7,-4,-8,-6,-15,-22,12,-28,16,3
5,8,-10,-4,5,25,-11,-21,16,3
-20,-67,-3,-2,5,51,-18,-17,16,3
