EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,GripForce,Subject
14,64,-2,2,-2,-49,29,-20,16,3
-28,-78,10,-10,-44,-17,-49,-33,16,3
15,21,-7,-6,-2,3,12,20,16,3
-18,-22,0,6,-2,5,-5,-20,16,3
5,-4,-2,4,30,14,26,12,16,3
24,70,4,4,13,30,-2,-3,16,3
5,2,-3,-4,11,9,0,16,16,3
10,10,5,-4,-21,-18,28,49,16,3
-7,-4,0,2,-28,6,-33,-41,16,3
-21,15,-5,-4,15,-27,-10,-24,16,3
2,-1,9,4,-10,5,-8,31,16,3
10,32,-5,-1,11,-17,15,-13,16,3
-5,-14,2,11,64,87,44,36,16,3
39,15,-2,-4,-34,-35,-66,27,16,3
-28,3,-10,-20,-42,-75,-2,-118,16,3
0,-20,2,-4,1,-1,25,30,16,3
-1,13,-2,-2,-8,-18,24,-19,16,3
-34,-63,-3,0,-16,-8,-26,-3,16,3
1,-19,-3,1,37,18,11,45,16,3
9,24,-4,3,6,9,-22,-35,16,3
0,11,-2,-3,-5,-17,-4,-60,16,3
10,13,-6,2,27,63,24,34,16,3
8,5,4,0,-24,-36,-28,-30,16,3
-28,-44,-6,-1,6,-34,1,-2,16,3
-11,-2,7,0,-11,1,-8,28,16,3
-3,5,-9,-9,-4,28,19,-21,16,3
-13,1,7,6,-17,-59,-17,-27,16,3
20,-18,-5,-8,-6,20,15,18,16,3
6,-16,1,7,-32,-17,-31,12,16,3
4,61,9,2,49,-29,1,-18,16,3
-32,-56,-14,-7,12,54,5,1,16,3
-14,3,-2,2,-1,-31,-11,-28,16,3
21,-33,3,-2,-3,-5,-7,38,16,3
0,6,4,1,3,61,52,14,16,3
11,-13,5,1,-21,-66,-38,5,16,3
-1,14,-5,-6,-33,-8,-2,-22,16,3
-11,-48,-8,-5,-17,1,-52,-29,16,3
14,34,6,9,52,36,52,47,16,3
8,-11,-4,-4,19,47,23,45,16,3
3,1,-2,1,4,-19,16,6,16,3
-23,-14,-6,-12,-28,-28,-29,1,16,3
8,-23,-15,-7,-51,-81,-3,-70,16,3
-20,11,6,2,17,47,23,31,16,3
15,33,9,5,7,9,18,26,16,3
-27,-70,-5,2,57,56,0,-39,16,3
-5,6,-1,2,-15,0,3,-17,16,3
14,1,9,4,-11,8,-18,11,16,3
13,40,-4,-1,9,7,-17,19,16,3
4,29,-4,1,44,56,40,21,16,3
-7,-38,5,3,14,73,-16,19,16,3
-24,-43,-11,-14,-89,-78,3,-47,16,3
1,15,-3,-8,-15,7,-37,90,16,3
7,10,1,-2,-21,-4,3,-18,16,3
6,12,-2,3,23,8,-17,13,16,3
14,49,5,12,38,50,43,62,16,3
-18,-29,-12,-5,6,-16,-62,-50,16,3
-7,-33,1,-8,-11,-3,21,-9,16,3
-10,-5,-1,-3,8,-29,-15,-1,16,3
-1,-3,5,4,-12,-31,12,-3,16,3
19,33,2,0,-9,22,2,15,16,3
27,16,-3,2,-23,-42,-5,0,16,3
-10,24,0,4,33,28,4,-37,16,3
-1,-68,3,-7,-11,3,-43,-51,16,3
-41,-83,-5,-1,-8,-12,5,-3,16,3
1,42,0,0,-16,-16,-6,-7,16,3
14,-16,-7,-9,-43,-74,-28,15,16,3
9,105,-4,3,39,62,21,-12,16,3
38,33,-8,5,40,28,38,-30,16,3
-23,-62,20,8,29,47,-16,54,16,3
8,26,-5,9,0,-18,32,7,16,3
-4,-13,-1,-13,-27,24,-44,-14,16,3
-26,-23,-1,-10,-63,-125,-24,-21,16,3
3,16,-9,-6,-8,32,41,13,16,3
16,44,2,4,24,43,17,8,16,3
-9,11,7,9,22,29,27,-17,16,3
3,-26,-4,-4,0,21,-5,-39,16,3
-7,-9,-4,-3,-20,-39,-39,29,16,3
-13,-44,1,-1,3,-2,-18,0,16,3
8,24,-2,4,12,26,25,28,16,3
6,90,-5,-6,13,5,-37,-50,16,3
-29,-76,-7,-9,-24,-38,30,-20,16,3
-5,12,1,-2,12,53,-21,15,16,3
8,-10,-7,2,4,38,-2,46,16,3
-7,31,9,-5,-66,-74,-6,6,16,3
25,-7,0,-3,-9,64,-8,33,16,3
-24,-57,-8,-12,-53,-46,46,22,16,3
-7,39,-7,-1,70,59,7,-5,16,3
28,57,3,12,40,77,-30,8,16,3
-30,-45,1,-6,-40,-123,-6,-63,16,3
-23,-70,-12,-6,-11,1,2,-61,16,3
4,18,11,8,6,-9,-41,-25,16,3
13,14,-2,2,17,22,43,98,16,3
9,49,0,0,35,46,-22,14,16,3
1,15,2,1,-30,-21,-9,-48,16,3
9,-18,-13,-13,-47,-127,-14,27,16,3
10,-11,5,7,38,61,30,-13,16,3
2,42,18,5,10,75,-2,64,16,3
-33,-90,-21,-15,-41,-68,-21,-6,16,3
7,49,-9,-5,-8,-32,26,-9,16,3
-31,-55,2,-2,4,-3,3,11,16,3
1,-9,-14,-11,19,18,28,3,16,3
-1,19,12,15,26,62,-41,20,16,3
-18,-13,1,1,-18,-45,44,12,16,3
15,-13,-3,1,10,17,-60,-1,16,3
18,61,-6,2,23,24,9,-17,16,3
34,25,1,-5,-16,-81,16,30,16,3
3,-34,10,-1,-23,-61,-12,-8,16,3
-46,-68,-4,-5,-14,21,30,-80,16,3
-6,46,-1,5,36,23,-26,-4,16,3
9,-17,1,4,-7,21,-16,1,16,3
6,11,-1,-1,3,18,41,31,16,3
20,15,-4,-9,-16,-10,-36,31,16,3
2,1,-5,-3,-32,-63,-19,40,16,3
-7,10,5,4,23,44,51,16,16,3
-2,17,-7,-5,26,34,-15,-17,16,3
7,-33,8,7,-7,-2,19,35,16,3
-42,-93,-7,1,-4,11,13,-8,16,3
17,72,6,2,14,43,7,40,16,3
-11,-38,-10,-2,-14,-64,-57,-28,16,3
10,53,1,-6,4,34,-2,-40,16,3
22,22,1,-5,-45,-67,-15,-38,16,3
0,-10,0,1,16,-10,19,-28,16,3
-20,7,5,5,16,58,-5,55,16,3
-5,37,-19,-1,23,-4,-3,7,16,3
-16,-84,8,5,26,7,7,-32,16,3
-17,18,-5,-12,-32,-48,5,-28,16,3
20,-14,-15,-9,-16,19,2,30,16,3
17,112,13,10,23,0,22,-32,16,3
-32,-85,-15,0,4,38,-14,-46,16,3
2,-32,-4,-4,-15,2,-39,-20,16,3
12,3,2,-3,-37,-58,23,-12,16,3
0,-42,-9,-10,-7,11,31,16,16,3
5,75,-7,0,-8,-16,-65,-55,16,3
-18,-16,23,13,40,32,24,17,16,3
-1,-25,-4,2,16,66,-6,0,16,3
6,-82,8,7,11,-16,31,23,16,3
18,18,-6,-3,-29,-5,7,16,16,3
12,19,-9,-15,-40,-80,-10,10,16,3
-5,1,10,1,-4,12,-22,-5,16,3
-10,-13,-9,4,2,6,22,-36,16,3
14,48,5,1,9,1,-9,6,16,3
12,7,6,5,32,27,5,-36,16,3
-25,-26,2,1,13,35,13,-10,16,3
11,15,-5,-5,1,28,-32,89,16,3
-24,-44,4,-3,-43,-81,18,-5,16,3
-13,3,-15,-9,-3,-11,-17,-44,16,3
0,15,6,-2,-7,-5,-14,-14,16,3
-16,-19,-9,-2,-20,-18,-17,-12,16,3
38,25,0,1,13,16,9,26,16,3
-17,-3,17,9,27,46,27,27,16,3
-18,-48,-8,-5,-8,-36,-46,-34,16,3
-29,-31,1,-3,-6,-4,-19,17,16,3
26,49,1,3,-3,7,3,38,16,3
22,21,-11,-6,-26,-53,14,10,16,3
-3,11,8,1,-11,33,-16,-13,16,3
1,12,1,-6,31,-8,7,28,16,3
-4,8,-1,2,26,11,22,7,16,3
8,50,0,-2,-11,-10,-41,-88,16,3
-7,-61,-14,-7,-31,-40,-10,17,16,3
-15,-67,-1,-2,-25,-26,18,-10,16,3
18,62,2,0,20,29,2,37,16,3
-3,-50,15,7,32,62,14,82,16,3
8,43,-4,3,18,12,11,-28,16,3
-5,16,-7,-2,-11,-6,15,-38,16,3
-5,13,-2,0,6,2,-16,-45,16,3
-20,-40,0,-8,-50,-63,-25,-16,16,3
21,31,3,5,61,38,27,4,16,3
-3,-9,1,-2,-13,88,-2,40,16,3
8,75,-5,-13,-78,-122,-20,-21,16,3
-1,-60,3,-3,0,18,-8,31,16,3
-26,-26,2,11,40,49,5,20,16,3
9,-6,-4,4,32,-1,13,-7,16,3
-4,28,0,-7,-13,0,0,11,16,3
10,35,2,0,-5,3,4,84,16,3
7,36,-9,-5,-5,-26,-21,-7,16,3
19,-51,0,1,9,-10,-1,-10,16,3
-38,-107,8,3,1,27,-2,1,16,3
-16,7,-20,-7,-15,-45,26,-37,16,3
20,51,-6,-5,-39,-12,9,-1,16,3
14,93,6,6,26,-20,-26,-15,16,3
-11,-47,-1,2,26,41,7,-8,16,3
4,-47,2,4,-16,31,1,13,16,3
3,26,-7,-7,21,41,3,-26,16,3
-7,-48,-5,-2,-32,-56,-30,-33,16,3
13,13,-3,-5,-18,-88,29,-8,16,3
-18,31,2,-2,2,31,-10,-6,16,3
3,83,-10,-2,-3,12,4,-8,16,3
-4,-102,17,8,26,28,24,-38,16,3
-33,-26,-10,-12,-21,14,-42,-27,16,3
10,41,-17,-7,18,-25,9,-2,16,3
-5,-21,6,-5,-53,-40,15,8,16,3
4,47,-2,-2,-13,17,19,16,16,3
-19,-77,-6,6,32,69,16,-3,16,3
7,48,1,1,-12,-55,-17,-25,16,3
4,-63,-7,-2,10,-5,-22,20,16,3
0,52,-1,-2,-9,1,21,-17,16,3
23,8,3,3,26,17,-33,28,16,3
-30,-37,-4,1,30,39,10,21,16,3
-5,-15,7,-1,-17,7,19,-21,16,3
-2,-11,-6,-6,-22,-27,-14,-9,16,3
15,69,-8,-3,-12,-9,31,3,16,3
4,-27,7,5,31,41,-23,1,16,3
-31,-71,0,3,4,-14,-5,-8,16,3
-12,60,-13,-18,-31,-30,4,-26,16,3
-3,-16,6,-5,20,16,-16,-30,16,3
25,68,4,8,21,29,5,-12,16,3
24,-29,0,0,7,-1,12,22,16,3
-2,88,18,19,26,23,10,11,16,3
-27,-99,-5,-4,-56,-44,-50,-28,16,3
-8,3,-8,-11,-42,-36,-35,28,16,3
12,37,-1,0,10,22,14,14,16,3
-7,-22,-14,-7,-4,3,-21,-17,16,3
33,57,12,6,11,0,49,82,16,3
-11,-43,11,9,31,54,0,-13,16,3
6,37,-14,-5,26,7,-44,15,16,3
-19,-88,3,-4,-21,-45,3,15,16,3
0,8,-4,-2,-13,-39,-7,4,16,3
-1,11,-9,-12,-19,8,-16,-4,16,3
12,9,10,11,25,13,29,17,16,3
28,41,-10,0,13,-22,29,0,16,3
-38,-13,11,0,-11,2,-33,-29,16,3
-12,-56,-14,-11,-25,-80,-21,-18,16,3
17,55,-3,-7,-11,-1,18,14,16,3
-21,-91,-5,-1,-22,59,-11,2,16,3
16,27,-6,3,47,18,20,7,16,3
18,60,2,5,50,41,10,40,16,3
-21,-42,7,-5,-40,-2,-18,-31,16,3
-7,-49,-6,-5,-14,-65,-31,18,16,3
-6,10,-10,-9,-22,-7,9,-44,16,3
-2,-16,9,11,30,69,15,-17,16,3
21,12,2,4,16,22,10,24,16,3
-2,13,-5,-2,-32,-52,-26,-9,16,3
-14,-55,-8,-14,-51,-32,-44,13,16,3
18,99,8,1,2,-16,-1,-27,16,3
-42,-110,-9,2,29,57,35,-9,16,3
-5,-10,3,5,-2,-50,-1,30,16,3
13,63,-3,1,35,15,25,22,16,3
-1,-27,-1,-3,-21,11,-3,32,16,3
14,51,10,-2,-11,-53,-18,-7,16,3
-6,-69,-7,-5,-14,10,15,4,16,3
-9,20,-5,5,50,32,12,-11,16,3
13,39,0,-9,-65,-8,4,0,16,3
11,4,6,2,14,-21,20,6,16,3
1,-12,1,5,22,48,-40,59,16,3
9,-4,7,1,-8,-32,22,-10,16,3
-2,-41,-11,0,20,15,10,-20,16,3
-20,16,-6,-10,-28,-55,-16,-37,16,3
-19,34,-12,-8,-16,55,-53,-50,16,3
9,-21,8,0,-3,-22,12,-27,16,3
2,-36,1,0,13,3,7,17,16,3
10,19,-6,3,2,-14,5,17,16,3
9,44,8,10,73,75,39,-16,16,3
-14,-59,5,7,-1,16,-17,61,16,3
7,-19,-13,-13,-49,-48,-10,-60,16,3
-1,-12,3,0,-32,-58,18,47,16,3
12,54,-6,-13,-29,-9,-11,-45,16,3
-23,20,-2,4,24,49,-14,-56,16,3
-2,16,9,4,29,41,-12,-21,16,3
-21,-62,-9,-1,-5,-25,-10,-34,16,3
-12,-21,-1,-11,-44,-48,-31,-9,16,3
27,43,-3,-1,-25,-21,14,25,16,3
-3,22,-3,4,36,25,44,10,16,3
-5,-27,0,1,20,57,20,-34,16,3
11,20,6,3,0,-52,-13,21,16,3
-40,-111,-6,-5,-12,25,-8,-5,16,3
4,18,-4,0,4,16,-3,17,16,3
-1,0,-4,-5,-19,-62,-23,-31,16,3
8,5,2,1,11,7,42,-12,16,3
20,56,-4,-4,-5,-3,8,-29,16,3
-26,-43,-4,-3,-7,-16,-38,-9,16,3
-7,-16,0,3,24,42,-20,7,16,3
5,1,-1,-14,-35,13,2,-22,16,3
2,32,6,9,15,-29,-15,12,16,3
10,37,-1,2,-11,-20,29,26,16,3
-9,-29,-2,-6,33,34,-17,6,16,3
31,50,2,8,6,36,29,1,16,3
-8,-59,3,-6,-11,-11,-22,34,16,3
-6,-27,-7,-1,-2,-13,58,29,16,3
-17,8,2,0,-9,5,-74,-9,16,3
-12,-16,0,3,12,-26,11,-19,16,3
5,-17,8,4,32,88,10,-49,16,3
-28,-4,-6,-10,-73,-98,-59,-36,16,3
1,-11,-9,-6,4,8,-10,-36,16,3
4,0,2,-1,15,37,13,26,16,3
12,56,-14,-1,-1,-21,17,-16,16,3
16,-17,22,17,49,76,13,-39,16,3
-6,6,-2,1,-24,14,-27,-40,16,3
-10,-5,-9,-13,-35,-117,-16,8,16,3
21,-4,-4,-5,-9,26,0,36,16,3
-11,-3,-3,0,14,-2,7,-34,16,3
-8,39,1,-1,32,60,15,-16,16,3
-8,-44,5,9,32,10,-1,26,16,3
8,47,-5,-8,-76,-115,-31,-6,16,3
21,65,-3,-3,-5,0,18,52,16,3
-21,-100,4,-2,-27,-42,1,15,16,3
1,45,3,3,14,33,-11,16,16,3
-9,-32,-3,-3,23,36,18,-13,16,3
-3,-18,-3,1,10,19,14,50,16,3
29,23,-1,11,25,28,-17,4,16,3
-30,-14,-2,-12,-35,-29,5,-7,16,3
-15,14,-5,-3,-29,-23,-3,-11,16,3
-7,-7,-9,-10,-6,-6,-30,12,16,3
25,10,-8,-2,-19,-20,39,11,16,3
13,17,-3,9,30,26,0,-31,16,3
-2,-16,5,-1,38,43,6,-4,16,3
-29,-64,-2,-7,-26,-4,21,41,16,3
20,62,5,2,15,25,-27,26,16,3
-3,-38,3,0,-41,-58,-7,31,16,3
-17,0,-15,-8,-21,-22,-39,-45,16,3
46,94,-8,3,34,17,0,17,16,3
-35,-101,22,3,11,20,15,8,16,3
-3,-4,-4,0,-6,34,37,-7,16,3
17,31,10,8,25,-2,-26,27,16,3
-35,-57,-15,-18,-31,-66,-19,17,16,3
17,69,-5,-3,-27,8,6,41,16,3
0,11,3,7,18,-23,-24,-8,16,3
-30,-37,-6,-8,-1,14,45,-7,16,3
3,2,-3,3,16,24,-30,-34,16,3
19,55,1,0,15,9,26,-37,16,3
2,-62,5,2,-15,-27,26,37,16,3
10,26,-6,-5,-30,-45,-16,12,16,3
4,-43,0,0,1,-14,10,47,16,3
-17,-24,-4,1,4,0,4,14,16,3
30,127,3,13,61,98,-3,1,16,3
-28,-96,6,-8,-40,-58,-24,-3,16,3
4,2,-2,-4,-28,-23,43,43,16,3
14,18,-4,-3,19,-12,-24,-37,16,3
-24,-15,-6,-7,-5,-1,18,2,16,3
40,69,1,16,54,65,1,-43,16,3
-19,-43,7,-1,-20,-31,-20,17,16,3
-6,7,-6,-6,-17,-34,-7,-14,16,3
-4,-9,-7,-7,-4,8,-8,-15,16,3
3,-1,-1,-2,-1,17,-4,-19,16,3
5,20,5,5,9,40,37,15,16,3
38,48,-4,0,4,17,4,12,16,3
-76,-122,6,-5,-52,-99,-95,-67,16,3
4,49,-3,-4,13,49,59,33,16,3
-3,0,0,1,23,-21,-9,7,16,3
11,12,-9,-3,-6,13,15,28,16,3
48,-17,2,-3,13,7,38,67,16,3
-40,-84,-4,-4,-25,31,-32,-57,16,3
-22,14,-3,3,-4,-57,-29,-25,16,3
10,0,4,2,-18,-26,19,32,16,3
-1,31,-10,-8,16,-13,11,-39,16,3
16,40,6,2,-1,14,-24,53,16,3
31,6,2,-4,18,49,10,12,16,3
12,76,-5,9,-11,35,57,-13,16,3
-56,-80,20,0,3,-38,-62,-23,16,3
8,-21,-4,-7,-23,-37,27,91,16,3
-4,5,2,-1,-8,-4,-14,-33,16,3
2,5,-7,-5,0,-17,4,3,16,3
48,45,-3,8,23,91,30,71,16,3
-9,14,6,2,55,49,22,-6,16,3
12,-39,-3,0,-40,-57,-46,-49,16,3
-57,-90,-1,-12,-43,-61,1,4,16,3
7,42,-11,-5,-20,-11,-34,-20,16,3
1,-10,0,0,-12,-22,21,28,16,3
6,9,2,8,77,81,5,-59,16,3
6,-12,-1,-1,-2,31,-4,15,16,3
-27,-15,11,-1,-18,-94,-22,-20,16,3
21,73,-12,0,-8,12,38,39,16,3
-18,-2,7,2,16,2,-36,-27,16,3
-13,-39,-5,-5,6,3,16,-40,16,3
19,35,-11,-8,-28,30,8,62,16,3
2,-4,4,9,19,48,-1,-35,16,3
0,9,1,1,-24,-51,-3,15,16,3
1,2,-1,-3,-19,-69,-24,22,16,3
40,99,-4,-2,7,43,43,6,16,3
-44,-101,-2,-6,-7,13,-52,-42,16,3
-13,-28,-8,-9,-37,-20,-17,10,16,3
15,36,2,2,32,-17,-39,49,16,3
-17,-52,5,14,40,57,51,1,16,3
-1,0,-5,-7,-63,-91,-7,23,16,3
24,-12,-7,-4,23,46,5,6,16,3
-14,25,-2,0,0,-11,13,-50,16,3
24,67,-1,2,36,84,4,-86,16,3
-1,14,1,-1,-4,-38,-15,27,16,3
-15,-25,-4,-6,-46,-38,19,-22,16,3
28,-52,-4,2,5,-10,-11,12,16,3
-54,-87,6,1,7,-18,-40,11,16,3
13,30,-9,-5,1,25,33,48,16,3
-12,41,2,-6,-11,-20,-14,-32,16,3
-2,25,-4,-3,-3,32,6,-11,16,3
7,-21,-4,5,39,52,25,24,16,3
12,-4,8,3,25,-19,-25,-4,16,3
20,60,2,-2,-25,8,-10,-4,16,3
-68,-115,-1,-7,-29,-31,23,-38,16,3
-8,15,-7,-11,-42,-46,-64,-12,16,3
41,2,6,9,42,63,40,50,16,3
-1,-16,-7,-3,-2,-10,14,-31,16,3
1,-44,-1,-1,-15,31,-45,39,16,3
-5,-18,-6,-6,7,3,24,25,16,3
1,84,0,4,13,-25,15,-7,16,3
-1,-39,2,8,38,57,24,5,16,3
14,5,0,-3,-4,-10,-16,11,16,3
22,54,7,4,-29,-29,3,-10,16,3
13,-23,-16,-15,-18,-49,-6,-68,16,3
-26,-30,10,-1,-4,13,-3,6,16,3
-21,10,-3,3,-4,18,20,-19,16,3
-14,-3,-6,6,46,-29,-13,-21,16,3
21,30,14,7,-9,26,-22,-19,16,3
-15,-69,-13,-16,-55,-60,29,11,16,3
9,64,12,4,68,82,-4,-7,16,3
11,-30,-6,1,-25,16,-1,20,16,3
-38,-101,6,3,-43,-67,-28,-26,16,3
8,95,-7,-1,63,71,34,63,16,3
0,22,-6,5,-19,-3,-92,-72,16,3
-16,1,14,-9,-33,-36,30,-22,16,3
-2,-38,-10,-9,-15,-53,26,-35,16,3
-10,-8,-3,0,-14,-2,-42,4,16,3
6,38,-4,7,40,45,71,-14,16,3
22,86,-7,1,17,30,-23,16,16,3
-11,-25,5,-4,0,14,-31,18,16,3
-31,-98,-7,-3,-22,-76,37,-26,16,3
-4,13,2,1,17,3,-2,2,16,3
5,8,-4,-2,29,41,24,25,16,3
3,-16,1,5,-4,20,-28,-2,16,3
7,21,13,1,14,22,8,19,16,3
-8,0,-4,-3,-62,-100,5,57,16,3
-7,-18,-12,-12,-79,-38,-65,14,16,3
5,40,3,1,51,24,39,4,16,3
13,104,-6,0,9,54,-32,-57,16,3
-50,-103,6,2,-5,-62,29,41,16,3
-24,27,-14,-6,19,51,-40,-10,16,3
-22,1,-5,-6,-9,-24,8,-32,16,3
12,28,-1,4,-21,-13,-20,23,16,3
28,18,-8,-8,7,38,9,-51,16,3
27,39,6,7,3,-7,4,-28,16,3
-23,-21,5,-2,17,31,12,-10,16,3
8,-19,1,-1,28,36,-10,-37,16,3
-8,1,0,-8,-28,-27,-22,-23,16,3
-32,-85,-11,-4,-4,-20,-9,6,16,3
36,78,-3,-5,-65,-100,-8,10,16,3
19,-3,7,4,17,26,31,38,16,3
-3,-15,-11,-1,9,75,14,-9,16,3
-1,-36,6,-3,8,-49,-21,-8,16,3
-7,-27,-1,6,4,5,-5,31,16,3
-11,-12,1,4,-7,-30,9,-62,16,3
28,26,-1,-1,12,11,0,6,16,3
12,11,1,4,22,61,50,42,16,3
5,11,-2,11,63,39,-24,-28,16,3
10,54,-3,-13,-79,-84,-23,2,16,3
-17,-30,14,-8,-3,16,1,-31,16,3
-13,-65,-7,-7,-21,5,33,-2,16,3
-16,-14,-8,-4,-8,-56,-35,-4,16,3
-6,-4,-15,-6,10,41,4,0,16,3
28,87,5,7,14,14,3,-50,16,3
6,-38,4,1,7,-60,17,56,16,3
-26,50,-13,0,20,62,-10,-3,16,3
4,-77,9,-2,-6,-18,-26,-7,16,3
-3,-14,10,1,-32,15,-15,-11,17,3
-1,-15,-2,-8,-95,-14,-17,16,17,3
-1,5,-5,-1,93,-11,42,-1,17,3
-4,-1,-18,-2,-3,-5,-49,-14,17,3
24,53,16,2,-26,34,14,6,17,3
-50,-52,-8,-2,10,-28,5,-74,17,3
3,0,0,1,-19,8,-14,75,17,3
7,25,-4,0,1,10,13,40,17,3
-3,-27,-4,-1,24,-19,9,2,17,3
0,-6,-9,-5,55,16,-16,57,17,3
-16,-3,12,1,-77,-33,1,-23,17,3
5,-21,-2,-3,79,37,43,19,17,3
25,43,-12,-3,-29,-53,-61,26,17,3
5,-94,7,-7,-17,-52,9,-23,17,3
0,29,-8,4,-68,21,19,-36,17,3
-7,56,2,-5,53,-9,-2,21,17,3
-18,-22,-2,4,-11,26,16,-59,17,3
2,-2,4,2,24,6,-17,59,17,3
10,14,-7,-2,-32,-13,-4,28,17,3
-18,-98,3,2,-29,15,6,-42,17,3
14,47,-2,-3,27,35,19,-60,17,3
14,-72,-6,0,-5,-44,-34,-11,17,3
-4,-16,-2,-7,-69,3,21,49,17,3
7,25,-2,-2,-13,-14,-2,55,17,3
-7,-33,2,9,127,65,6,22,17,3
17,112,0,-1,-2,40,25,36,17,3
-19,-32,15,4,-7,-24,-40,-20,17,3
-11,-4,-11,-13,-42,-24,-6,-75,17,3
1,-17,-11,-5,-53,10,9,2,17,3
-8,76,-2,1,3,-8,41,-34,17,3
-1,22,8,2,78,12,2,-2,17,3
-13,-10,6,4,-77,8,-14,-66,17,3
-7,-36,-13,-14,44,-62,-2,62,17,3
28,22,-4,3,5,8,-8,-11,17,3
-1,8,4,-3,-14,-20,-1,-8,17,3
-2,-83,0,3,0,22,24,42,17,3
-30,27,5,5,-28,40,-6,-11,17,3
-29,-43,-13,-6,28,-42,-13,-63,17,3
26,50,1,-1,-17,-6,14,70,17,3
24,27,4,0,-20,6,8,26,17,3
-14,-85,-3,-1,39,18,-13,24,17,3
-7,15,21,6,-55,-4,-10,36,17,3
-6,7,-15,-6,32,21,1,1,17,3
6,-8,2,-4,27,-13,-28,-17,17,3
8,34,-9,-8,-38,-47,27,-8,17,3
-6,-29,9,7,-1,44,-18,25,17,3
0,4,-4,-3,-3,-13,-11,-32,17,3
15,1,-12,-10,-22,0,28,49,17,3
18,47,9,9,41,22,13,6,17,3
9,-27,2,3,-24,-44,-17,13,17,3
0,10,-4,0,12,24,-1,-10,17,3
4,-38,-6,-1,-17,4,-27,6,17,3
-28,24,-5,-4,-38,-67,-4,31,17,3
4,9,2,-4,-3,-12,8,16,17,3
17,20,5,0,-52,-6,25,39,17,3
-19,-35,2,0,81,11,-57,-15,17,3
19,29,5,2,-19,20,-16,51,17,3
-23,-32,-12,-6,-10,-3,10,-25,17,3
8,-33,-6,-3,48,24,-3,8,17,3
6,71,10,13,-13,-17,27,-51,17,3
-16,-64,-2,0,4,12,-23,-43,17,3
4,74,-3,-4,15,39,6,16,17,3
15,80,-19,-5,-2,-15,7,-16,17,3
-42,-58,27,3,-32,-19,13,38,17,3
6,-8,2,-8,-28,-8,4,-55,17,3
-30,-5,-9,3,15,39,-41,-111,17,3
10,-1,-17,-5,37,-25,8,58,17,3
8,39,12,-1,-37,-17,-27,-31,17,3
7,-7,3,-2,-80,-41,-6,33,17,3
23,20,2,-4,98,51,10,-16,17,3
13,-45,-11,4,36,33,-5,-15,17,3
-12,-39,-10,-1,15,-23,-7,-16,17,3
-9,-21,0,-1,-47,10,14,-26,17,3
11,13,-15,-10,-33,-39,12,-19,17,3
13,99,16,0,-21,9,-5,13,17,3
-41,-66,-16,-6,-11,-9,12,-44,17,3
-24,-19,0,5,31,9,-6,4,17,3
-5,45,0,-1,-27,-32,-3,26,17,3
6,-34,0,1,-34,12,7,1,17,3
20,59,8,2,67,40,7,-38,17,3
-13,-5,-11,-6,-21,-26,-27,-7,17,3
3,26,-3,1,62,34,-4,45,17,3
-26,-92,9,2,-54,-79,-5,-33,17,3
13,35,-10,-6,-32,-8,-10,-6,17,3
17,-3,-11,-4,19,44,11,-58,17,3
9,9,5,4,-45,2,3,-5,17,3
-34,-2,8,0,33,4,-66,10,17,3
7,31,-7,-2,-7,-16,18,9,17,3
1,-2,1,3,28,-18,-30,-73,17,3
-12,-8,-2,-4,-28,23,15,7,17,3
-4,31,-8,-4,22,9,-15,-53,17,3
-3,-43,2,0,-22,2,-9,1,17,3
6,-26,3,-5,-69,-28,25,-1,17,3
3,-6,-3,-2,20,-8,5,-16,17,3
-14,-42,17,10,91,56,-25,44,17,3
0,34,-1,-1,-15,-23,-8,-2,17,3
-9,11,5,1,-7,26,-7,26,17,3
11,-1,-19,-2,-24,-44,1,-115,17,3
-17,-11,1,-3,-19,-24,-1,-68,17,3
-2,44,-3,-4,3,22,42,33,17,3
11,-18,13,5,9,-17,-20,-25,17,3
-23,-27,-4,-6,-19,5,-25,24,17,3
-10,-26,-3,-6,-39,-38,23,19,17,3
2,7,0,6,15,9,-14,-42,17,3
10,16,-2,2,-15,23,29,59,17,3
17,12,8,6,98,2,21,38,17,3
15,17,-4,-5,-24,-24,4,-8,17,3
-7,-45,-7,-6,-34,-8,3,56,17,3
-5,56,-5,2,59,80,20,-35,17,3
20,-56,-1,2,-47,-86,-9,-38,17,3
-1,-22,4,0,-100,30,-19,1,17,3
-25,19,-5,-5,52,-20,-32,-24,17,3
4,3,-5,-5,16,-1,3,67,17,3
-22,20,-12,-3,2,66,2,-6,17,3
-19,-58,5,6,-12,14,10,-34,17,3
30,27,5,-6,-41,-41,-11,21,17,3
-11,-27,-6,-2,18,5,6,26,17,3
21,-62,1,6,33,5,10,-3,17,3
15,55,6,3,4,21,7,43,17,3
-15,21,-7,-7,-61,-38,-33,12,17,3
11,9,8,2,-2,-1,16,22,17,3
10,74,4,-3,43,44,30,72,17,3
11,-33,-13,2,15,-21,16,3,17,3
15,-23,9,1,-8,10,18,57,17,3
-7,3,-9,-8,-54,-92,-27,-15,17,3
-39,-44,6,-2,13,18,-18,-22,17,3
11,44,-3,0,4,2,-1,-36,17,3
9,-2,-12,1,-15,25,28,22,17,3
-8,-4,0,2,97,57,1,-19,17,3
20,30,0,-8,-97,-37,2,-68,17,3
